deptCode,courseNum,courseName,courseDescription,courseNotes,semester,min_credits,max_credits
PPAD,5179, Big Data Analytics for Public Policy, The goal of the Big Data Analytics class is to develop the key data analytics skill sets necessary to harness the wealth of newly-available data. Its design offers hands-on training in the context of real big data. The main learning objectives are to apply new techniques to analyze public policy problems using and combining large amount of heterogeneous data from a variety of different sources. It is designed for graduate students who are seeking stronger foundation in data analytics., N/A, N/A,3,3
PPAD,5180, Introduction to Data Analytics," The course will cover the following topics: construction of statistical models, especially the use of statistical tools and techniques such as chi-square tests of independence, analysis of variance, simple and multiple linear regressions and correlation, and the use of extrapolating methods such as moving average and exponential smoothing.", N/A, N/A,3,3
PPAD,5181, Public Policy Theory and Practice, This course examine approaches to the study of public policy. It is examine public policy as an intellectual exercise to study why and how policy is developed overtime., N/A, N/A,3,3
PPAD,5198, Practicum," Students work on an approved individual or team professional assignment with a relevant government, non-profit, or other organization. Class meets alternate weeks during the term to work on practicum assignments and to translate practicum products into polished professional work products, which may become the basis of student theses or master’s projects. Work may be begun prior to the term in which the student enrolls in the class with instructor’s approval. Assessment based on practicum supervisor’s review, and other products prepared, and contribution to peer reviews or team products.", Grading Pass/Fail., Offered in fall and spring.,3,3
PPAD,5199, Special Topics in Public Policy and Administration, Considers selected topics of relevance to public policy and administration. May be repeated with permission of the supervisor if the topic varies from the previous enrollment., N/A, Offered occasionally.,1,3
PPAD,5201, Research Methods for Public Policy and Administration," Theoretical and applied aspects of developing a research project, including definition of research questions, literature review, overall research design, and methodology, as well as research implementation planning (use of library sources, field investigation, and scheduling). Each student will develop a research proposal that will generally serve as the basis for the thesis proposal.", N/A, Offered in spring.,3,3
PPAD,5202, Public Policy Theory & Practice," Introduction to analytic tools, methods, and approaches to policy analysis in diverse development issues areas and country situations. Develops skills in selection and application of tools to analyze policy problems, assess alternative solutions, and develop recommendations for action, including cost-benefit and simulation. Approaches to program evaluation ex ante and ex post, including identification of data needs, assessment of implementation issues and outcomes, and definition of strategies to achieve desired outcomes.", N/A, Offered in spring.,3,3
PPAD,5211, Qualitative Analysis for Policy and Administration," Use of qualitative data in policy and public administration research and analysis. Fundamental concepts and applications of methods including interviews, case studies, historical research, focus groups, and qualitative surveys. Ethics in qualitative analysis. Design, execution, and interpretation of qualitative results, including issues of validity and replicability.", N/A, Offered in fall.,3,3
PPAD,5212, Applied Quantitative Analysis," Application of statistical techniques to policy analysis and policy/program evaluation. Use of the empirical techniques to understand policy issues, analytical modeling and forecasts. Essentials of multivariate regression analysis with policy applications, problems in regression analysis, forecasting, time series/panel data modeling, and simultaneous equations models, with an emphasis on application rather than theory and use of statistical packages (SAS and SPSS) for policy analysis.", N/A, Offered in fall.,3,3
PPAD,5221, Strategic Management for Government and Nonprofit Organizations," Concepts of strategic management as applied to government and nonprofit organizations, including development agencies. Methods and practical considerations related to developing organizational strategies to achieve public purposes, translation of strategies into organizations plans in light of theory and practice of organizational behavior, and assessment of performance relative to strategy.", N/A, Offered in spring.,3,3
PPAD,5222, Fundamentals of Financial Planning and Management for Government and Nonprofit Organizations," Essentials of financial management in nonprofit and governmental settings, providing an overview of budget planning, management, monitoring, and controls at the program, agency, and government-wide level. Review of government financial management principles and applications, including managing tax and expenditure programs, sources and uses of funds for government organizations, control of corruption, fundamentals of performance measurement, budgetary decision-making concepts and processes, and citizen participation in budgeting. Financial management of non-profits, including introduction to fundraising and revenue generation strategies, sustainability, financial monitoring and reporting, and controls.", N/A, Offered in alternate years.,3,3
PPAD,5223, International Models of Public Management," Explores international approaches to structuring and managing the public sector to meet national objectives. Examines alternative models and their implications for government performance and effectiveness, with an emphasis on MENA region and developing countries, but also considering European, North American, and Asian models. Application of analytic tools and models of government behavior to compare approaches to reforming government management in diverse contexts.", N/A, Offered in alternate years.,3,3
PPAD,5224, Human Resource Management for Government and Nonprofit Organizations," Study of key concepts, tools, and methods for human resource management in government and nonprofit organizations. Implementation of management tools to improve human resource productivity and performance through strategic application of HR tools including structural reform, recruitment, capacity-building, motivation, promotion, evaluation, benefits, and conditions of work.", N/A, Offered in spring.,3,3
PPAD,5225, Regionalism and Regional Integration," The course is about regionalism and regional integration. Regionalism is understood as policies and projects whereby groups states and non-state actors cooperate and coordinate strategy, whether within a given geographical region or not, with the aim of pursuing and promoting common goals in one or more issue areas. Under “New Regionalism”, regionalist schemes cover issues of economic, social, cultural and, in some cases, security nature. As they display great diversity, the course will review the different expressions contemporary regionalism has taken up, which reflect diverse conditions, values and ideological approaches. The review will be carried out against the background of the global system since it is considered that regionalism is a response to globalization and a reaction to the diverse aspects of global processes. The course is also about regional integration, which indicates processes in given regions extending from close intergovernmental cooperation between “sovereign” states to integration as such, involving the creation of new organizational or supranational entity. After a conceptual introduction, regionalism in Europe, the Arab Middle East and Africa, as well as in Latin America and Asia will be examined.", N/A, N/A,3,3
PPAD,5231, Economics for Public Policy Analysis," Overview of concepts and methods for microeconomic and macroeconomic analysis as applied to public policy and public sector/nonprofit management. Tools and concepts of microeconomic analysis, including factors shaping demand and supply, theory of the firm, market distortions, externalities, and public goods, and application of economic tools to policy assessment. Introduction to macroeconomic concepts including national income, monetary and fiscal policy, debt and financial markets, growth and employment, savings and investment, and international trade, foreign exchange, and the balance of payments.", N/A, Offered in fall.,3,3
PPAD,5232, Role of Government in a Market," Overview of the interaction of markets with the economic and social development of developing countries and consideration of the role of governments in promoting, regulating, and supplementing the action of markets to achieve public purposes. Consideration of alternative government strategies in key social and productive sectors, including prevention of and responses to market failures, promotion of equity and the rule of law, provision of social services, and maintenance of s   growth. Application of economic analytic tools to assess and select government strategies in a market-oriented system.", N/A, Offered in spring.,3,3
PPAD,5251, International Organization in Global Governance," Exploration of how international organizations interact with each other and with national actors in defining and implementing norms and functions of global governance. Focus on global governance actors and regimes developed for priority issue areas, including peace and security; human development; trade; finance; human rights; the environment; labor and working conditions; and international migration. Consideration of the role of United Nations, international and regional organizations and mechanisms for collaboration with state, international, and non-state actors to strengthen and manage global regulatory regimes.", N/A, Offered in fall.,3,3
PPAD,5252, Theory and Practice of Negotiation," This course reviews theories as well as practice of international negotiation, at the bilateral, regional and bilateral levels. It examines determinants, drivers and hypotheses in negotiation processes as well as their different stages and forms. The course also studies the practice of negotiation in specific bilateral, regional and global processes such as South Africa, Sri Lanka the Arab-Israeli conflict and the law of the sea.", N/A, Offered in spring.,3,3
PPAD,5258, Role of Force: Strategy and Statecraft," This course focuses on force as an instrument of policy in modern statecraft. Major concepts include the functions of force and the formation of national security policy; classical military strategy and the influences of material resources, technology and structural factors on its evolution; legal and moral limits on force; and the extension of military power into the realm of peace-keeping, humanitarian relief and military occupation. The course also considers contemporary strategy challenges such as insurgency, terrorism, non-violent resistance and civil military relations.", N/A, N/A,3,3
PPAD,5288, Comprehensives, Individual consultation for students preparing for the comprehensive examination., N/A, N/A,1,1
PPAD,5293, Capstone Project," Students enrolling in this course will work towards the completion of their capstone project per departmental requirements. This project should present a thorough analysis of an issue with relevance to their course of study in Public Administration, Public Policy or Global Affairs. Final products for the course include a written report and an oral presentation that will be evaluated by and faculty supervisor and a client representative.", N/A, N/A,0,0
PPAD,5298, Research Seminar," Support to students in research phase of the thesis or master’s project. Weekly meetings and assignments to support ongoing analysis, research, and writing, guided discussions, peer-to-peer assessment, and critique of thesis or master’s project components. Ungraded; required for all students.", N/A, Offered in fall and spring.,0,0
PPAD,5299, Research Guidance, N/A, N/A, Offered in fall and spring.,0,0
PSYC,412, 512/5112," Explores the psychosocial dimensions of forced migration including ethno-cultural concepts of well-being, sources of stress and coping, the impact of forced migration on child development, psychosocial consequences of torture and sexual victimization, and the interaction of trauma and bereavement. Culturally appropriate mental health assessment, community-based intervention programs, methods of program evaluation, and ethical issues in working with refugee populations will be discussed. This course is required of all students seeking the diploma in Forced Migration and Refugee Studies.", N/A, Offered occasionally.,3,3
PSYC,1000, Introduction to Psychology," Survey of the general field of psychology. Topics include the history of psychology, research methods, biological aspects of behavior, sensation and perception, learning and memory, cognition and language, consciousness and cognitive abilities, motivation and emotion, human development, health and stress, personality, psychological disorders and their treatment, and the social aspects of behavior.", N/A, Offered in fall and spring.,3,3
PSYC,1098, Fundamentals of Neurosciences," This course is an interdisciplinary course designed to introduce students to the basics of human biological and psychological developmental processes with emphasis on the genes, and other biological and psychological factors that affect human development, learning and behavior, through the discussion of current issues related to human behavior.", N/A, N/A,3,3
PSYC,2000, Introduction to Psychological Statistics," Basic Introduction to the application and interpretation of statistical analysis in psychology. Begins with statistical methodology, branches of statistics, definition of a variable and its measurement. Topics include frequency   s and graphs, central tendency, variability, probability distributions, normal distribution, estimation, significant tests, comparison of two or more groups, association between categorical variables, regression, correlation. Use of SPSS software.", N/A, Offered in fall and spring.,3,3
PSYC,2099, Selected Topics in Psychology, Selected topics of interest for the core curriculum. Topics will vary depending on contemporary trends in the field of psychology and may reflect interdisciplinary content., N/A, Offered occasionally.,3,3
PSYC,2100, Research Methods for Psychology," Review of qualitative and quantitative research methods that form the empirical basis of contemporary psychology. Progresses from the logic of scientific discovery and comprehension of research literature to the formulation, design, conduct, analysis, and reporting of specific research projects. The laboratory will provide applied exercises to facilitate an understanding of the research methods and mentorship in the comprehensive development and implementation of student research project required for this class.", N/A, Offered in fall and spring.,3,3
PSYC,2201, Introduction to Community Development, Introduce the students to the different concepts and approaches to community development as well as to community organizing. Utilizes a critically reflective framework as part of the curriculum to overcome the potential division between theory and practice. Identifies the key issues that the students are likely to confront in community development and organizing work., N/A, Offered in fall.,3,3
PSYC,3002, Personal Growth and Adjustment," This course covers personal psychological adjustment with a focus on the practical and applied aspects of psychology as opposed to theoretical. Students will learn to apply psychological knowledge toward developing and achieving goals. Topics will include personal change, health, stress management, relationships and intimacy, communication, study skills, career development, and time management. For the course learning outcomes to be successfully attained, students will develop and implement a community-based learning project.", N/A, Offered in fall or spring.,3,3
PSYC,3003, Community Psychology," This course will introduce students to theory and practice in community psychology. The practice of community psychology is directed towards the design and evaluation of strategies to prevent social pathologies such as crime, widespread drug abuse, and domestic violence, and promote community empowerment and healthy group coping strategies. While these strategies are, of course, aimed at promoting mental health in the individual, the idea is to target the social system of which he/she is a part and thus create a psychologically healthy setting for many individuals.", N/A,,3,3
PSYC,3010, Social Psychology," The extension of general psychological principles and methods to the study of interaction with social and physical environment. The nature and methodology of research in social psychology. The major theoretical concepts and their applications and contributions to a variety of areas in the field including development and socialization, social perception and attribution of causality, attitude formation and changes, pro- and anti-social behavior, interpersonal attraction and intimacy, and the social effects and functions of groups.", N/A, Offered in fall and spring.,3,3
PSYC,3011, Educational Psychology," Educational Psychology introduces psychological principles, theories, and methodologies to issues of teaching and learning in education. The role of psychology of education in studying and influencing teaching and learning will be explored with an emphasis on direct application to planning, implementing, and evaluating instruction in the classroom.", N/A,,3,3
PSYC,3021, Psychology of Love and Attraction in Egypt," An overview of the psychology of love in the Egypt context. Explorations of psychological theories of love, attraction, attachment, and others. Topics include the relationship life cycle in Egypt including courtship and marriage. A psychological lens is used to examine conflict and divorce within the Egyptian context, as well as interventions aimed at promoting healthy relationships.", N/A, N/A,3,3
PSYC,3022, Psychology of Inclusion and Exclusion in Egypt," Analysis of the experiences of social exclusion in Egypt from a psychological perspective. Overview of social psychological principles that underlie intergroup dynamics and tensions, and psychological consequences of stigma and discrimination. Review of evidence-based interventions for enhancing social cohesion. Topics may include: disability, socioeconomic status, sexism, LGBTQI, refugees, and religious minorities.", N/A, N/A,3,3
PSYC,3040, Lifespan Development," The study of human growth and development across the lifespan with emphasis on normal growth and milestones achieved in the physical, cognitive, social, and emotional systems. Educational and familial contexts are highlighted. Students will develop an understanding of the concepts, methods, and research findings central to the study of developmental psychology.", N/A, Offered in fall and spring.,3,3
PSYC,3080, Cognitive Psychology," Current research and theory concerning mental processing and mental structures. Emphasis on the processes of perceiving, learning, remembering, and thinking. The merits and limitations of studying these processes from an information-processing perspective.", N/A,,3,3
PSYC,3130, Learning and Behavioral Psychology," Reviews the fundamentals of the processes of learning, memory and conditioning, emphasizing both classical and operant conditioning in human and animal models. It is followed by an exploration of the techniques and theories of behavioral psychology in the applied setting.", N/A,,3,3
PSYC,3202, Participatory Action Research in Community Settings," This course will introduce students to the appropriate research methodologies when dealing with community organizing and development, particularly the participatory action research approach to community development.", N/A, Offered in fall.,3,3
PSYC,3270, Theories of Personality," The study of the development and dynamics of personality from a variety of theoretical perspectives, including psychoanalytic, cognitive, behavioral, trait, biological, and humanistic. A critical analysis of the theories includes discussion of cultural and historical contexts and examination of scientific evidence.", N/A, Offered in fall and spring.,3,3
PSYC,3420, Abnormal Psychology," Different theoretical approaches and empirical studies of causes, symptoms, and treatment of abnormal patterns of behavior. Problems and advantages of creating a classification scheme for abnormal behavior. The major diagnostic categories and review of the more common patterns of abnormal behavior. How such disorders arise from subtle interactions between organic or psychological predispositions.", N/A, Offered in fall and spring.,3,3
PSYC,3800, Biopsychology," This course explores the relationship between the nervous system and behavior. Topics include biopsychology as a neuroscience, brain structures and functions, sensory and motor systems, human motivation, cognition, emotion and mental health.", N/A, Offered in fall and spring,3,3
PSYC,4001, Supervised Research in Psychology," Student will assist with a research project by working under the individual guidance of a Psychology faculty member or a faculty member from another department conducting interdisciplinary research relevant to psychology. Requirements may include library research, data collection, data entry, statistical analysis, qualitative analysis, report-writing, and assistance in planning or implementing parts of a research project.", N/A, Offered occasionally.,1,3
PSYC,4002, Independent Study," In exceptional circumstances some seniors and graduating seniors with department approval may arrange for independent study on a chosen topic in Psychology that is not covered in the regular offerings for that academic year. Guided readings, research and frequent consultations held.", N/A, Offered in fall and spring.,1,3
PSYC,4011, Cultural Psychology," This course will explore the nature of different psychological systems (or “ethnopsychologies”) that exist throughout the world and the complex relation of these to western psychology. Topics to be covered include the relationship of culture to human development, personality, psychopathology, and psychotherapy, paying particular attention to the impact of social change and cultural contact. This course will also address some major issues in applied psychology from a cultural and international perspective. The successful student will leave this course with an appreciation of the cultural underpinnings of western psychology, an in-depth understanding of the limitations of universalist perspectives, and a new appreciation for cultural and psychological diversity.", N/A, Offered occasionally.,3,3
PSYC,4012, Psychology of Gender," This course will examine what is the difference between gender and sex and how does gender influences human functioning. The course will focus on theories that explain gender differences within the field of psychology. Students will develop an understanding of the differences between the sexes in areas such as intelligence, emotion, personality, interpersonal relationships & psychopathology.", N/A, Offered occasionally.,3,3
PSYC,4013, Psychology of Trauma," This course will introduce students to the psychology of trauma. The course will place emphasis on interpersonal trauma and betrayal on both the individual and institutional levels. Topics to be covered include childhood trauma, adult sexual assault, war, and domestic violence, and the perspectives of perpetrators of violence. An important focus of the course will involve considerations of how socio-political contexts affect trauma research and intervention.", N/A, Offered occasionally.,3,3
PSYC,4014, Child Psychology," Child psychology familiarizes students with contemporary theoretical and applied issues related to child development. The course discusses theories and contemporary models of child development, and may include an emphasis on children with special cognitive, emotional and medical needs. The course includes content relevant to the local context.", N/A, Offered occasionally,3,3
PSYC,4015, Psychological Anthropology," Interdisciplinary and cross-cultural approach to the study of the reciprocal relations of culture and personality; special focus on themes of identity, socialization, and the emergence of self in various cultural settings.", N/A, Offered occasionally.,3,3
PSYC,4016, Introduction to Forensic Psychology," This course will provide an introduction to forensic psychology and the numerous ways that psychology interacts with the law. Forensic psychology addresses the application of psychological research, methods, and expertise to issues that come before the legal system. Topics to be covered may include insanity, competency, jury-selection, expert-testimony, decision making, criminal profiling, psychopathy, violence risk assessment, and offender treatment programs.", N/A, offered occasionally.,3,3
PSYC,4022, Industrial/Organizational Psychology," This course provides students with the understanding of the scientific basis and professional practice of industrial/organizational psychology. Topics include personnel selection and placement, training and development, performance appraisal, organizational development, quality of work life, and ergonomics.", N/A, Offered occasionally.,3,3
PSYC,4030, History and Systems of Psychology," The course covers the history, methods, and content of modern psychological theory, research, and application. It also reviews schools of psychology (e.g., structuralism, functionalism, behaviourism, Gestalt psychology) and central theories of psychology in their historical and philosophical context. The course goals are to familiarize students with how the social and intellectual forces throughout history have shaped the field of psychology and how psychology today is rooted in them.", N/A, Offered in fall and spring.,3,3
PSYC,4062, Clinical Psychology," This course will cover the history and current state of the field of clinical psychology. Topics that will be covered include clinical assessment, clinical interventions, psychotrauma, and clinical theories. This course is intended for advanced undergraduate students who are considering graduate work or practical work in fields related to clinical psychology.", N/A,,3,3
PSYC,4063, Advanced Community Psychology," Provides an advanced introduction to theory and practice in community psychology, incorporating experiential community based learning as an integral part of the course requirements. Builds upon theories and concepts covered in Psychology 3003 (Community Psychology) by introducing special topics of particular importance to Egypt. Topics and skills covered may relate to oppression and liberation, social action, stress and coping, needs assessment, program development, program evaluation, public policy or special populations such as refugees and persons with disabilities or mental illness.", N/A,,3,3
PSYC,4098, Selected Topics in Neuroscience," An interdisciplinary course discussing current topics in neuroscience, through the examination of content related to neurobiology, neuroanatomy, neurophysiology. Examples of topics may be neuroscience research techniques, hormones and behavior, psychopharmacology, cognitive neuroscience, affective neuroscience, neurological disorders.", N/A, N/A,3,3
PSYC,4099, Selected Topics in Psychology," Topics of interest that reflect current trends or specialized content areas in psychology. Topics may relate to faculty research or practice interests, as well as intra-disciplinary or interdisciplinary areas of inquiry.", N/A,,3,3
PSYC,4150, Psychological Testing and Assessment," Study of psychometrics, including measurement statistics, reliability, validity. Overview of test construction and development. Introduction to types of testing including intellectual/cognitive; achievement; and personality measures. Ethical and cultural issues in assessment.", N/A, Offered in fall and spring.,3,3
PSYC,4203, Practicum in Community Development," One semester, field experience in an approved international development agency, local NGO or other professional setting approved by faculty supervisor. Supervised by a faculty supervisor.", N/A, Offered in spring.,3,3
PSYC,5000, Research Methods and Inferential Statistics for Psychology," This course will introduce students to research methods in psychology, including the process of scientific inquiry, features of different research methods, and practical applications and challenges when conducting studies. Quantitative and qualitative research methods will be reviewed such as experimental designs, correlation studies, and single-case studies. Inferential statistics will include basic introduction, test of hypothesis, correlation and regression.", N/A, N/A,3,3
PSYC,5122, Physiological Psychology," This course reviews the biological bases of normal and abnormal behavior. The major contributions in this field are examined, including the neurological, biochemical, and genetic influences on sensation, motivation, cognition, and emotion. The course will cover applications and relevance of these influences in psychiatric disease, neurodegenerative disease, and drug abuse.", N/A, N/A,3,3
PSYC,5200, Fundamentals of Counseling," This course is an introduction to culturally sensitive interviewing, listening, and report writing skills required of professional helpers. Students will gain familiarity with fundamental counseling concepts and experience in using basic counseling techniques. The course will enhance students’ capacity for psychological mindedness and intervention.", N/A, N/A,3,3
PSYC,5202, Advanced Lifespan Development," This course is an exploration of lifespan development through the lenses of biological, learning, cognitive, social, and cultural theories. Emphasis is on gaining a conceptual understanding of healthy development and better practical understanding of how to help children, adolescents, and adults address developmental challenges they face.", N/A, N/A,3,3
PSYC,5203, Community Collaboration and Assessment," This course prepares students with fundamental skills to conduct qualitative and quantitative needs and resources assessments aimed at informing subsequent program development. There is an emphasis on effective community collaboration skills including cultural responsiveness, active listening, group facilitation, and reflective practice. Students will be exposed to diverse specialized methods such as photovoice, SNA, and GIS.", N/A, Every fall.,3,3
PSYC,5205, Psychology in the Schools," This course will focus on prevention-oriented community and environmental interventions in school settings. General topics areas addressed are: assessment, consultation, intervention, special education, research, reform movement in education, multiculturalism, and diversity, and the future of education and school psychology.", N/A, N/A,3,3
PSYC,5206, International and Multicultural Psychology," This course is an overview of the mainstream as well as alternative theoretical, methodological, and applied approaches that are relevant to the study and practice of psychology. Specifically, the course will provide students with knowledge, awareness, and skills in international and cultural issues related to the field of psychology.", N/A, N/A,3,3
PSYC,5209, Independent Study and Guided Readings," In exceptional circumstances some students may arrange for independent study on a specific topic in psychology that is not covered in the course offerings for that academic year. Guided readings, research and frequent consultations held.", N/A, Offered occasionally.,1,3
PSYC,5210, Community Psychology and Systems Theory," This course examines the core theories, values, and methodologies of community psychology and systems theory. An emphasis is placed on the ecological perspective, empowerment theory, sociocultural and cross-cultural competence, community inclusion and partnership, and ethical, reflective practice.", N/A, N/A,3,3
PSYC,5220, Applied Research Design and Statistical Analysis," This course provides students with the conceptual knowledge and skills needed to understand, evaluate, and conduct multivariate research. The course will also acquaint students with the statistical techniques used to analyze data derived from such research.", N/A, N/A,3,3
PSYC,5226, Seminar in Cross," This course will expose students to contemporary issues affecting families in a global context from a systemic/ecological perspective. Issues of diversity and cross-cultural interactions will be integrated throughout the course, with an emphasis on the Arab/Middle Eastern experience.", N/A, N/A,3,3
PSYC,5230, Ethics and Professional Issues," This course is designed to introduce students to ethical decision-making that is an integral part of psychological practice and research. Students will learn about specific ethical principles and guidelines, and will be challenged to increase awareness, sensitivity and understanding of ethical and professional practices particularly within multicultural settings.", N/A, N/A,3,3
PSYC,5233, Program Evaluation," This course exposes students to concepts and methods of applied research in community psychology, specifically program evaluation. Students will gain knowledge and skills in program evaluation, including evaluation theories, different types of evaluation (including process, outcome, and impact), and qualitative and quantitative evaluation methodologies. There will be an emphasis on strengths-based, participatory, and empowerment-oriented approaches, as well as professional ethics.", N/A, N/A,3,3
PSYC,5241, Theories of Counseling and Psychotherapy," This course examines historical and contemporary approaches to counseling and psychotherapy. Theoretical assumptions and principle interventions and techniques of each paradigm will be studied, emphasizing evidence-based practice. Theories covered include psychodynamic, humanistic/experiential, cognitive, behavioral, brief/strategic, and postmodern approaches. There is an emphasis on multicultural considerations.", N/A, N/A,3,3
PSYC,5243, Prevention and Intervention in Communities," This course provides students with knowledge and skills related to prevention across the lifespan, health promotion, and other types of community interventions. Students are exposed to a variety of community and preventive interventions, so as to prepare them to think about, work with, and lead community and preventive interventions in the future. The course provides training in community program development by offering opportunities for students to participate in program development, implementation, or management. Multicultural sensitivity and professional ethics are addressed.", N/A, N/A,3,3
PSYC,5251, Psychological Assessment,, N/A, N/A,3,3
PSYC,5253, Consultation to Non," This course provides students with knowledge and skills for consultation with nonprofit organizations, using a participatory and strengths-based approach. Topics include understanding the nonprofit sector, phases and theories of consultation, establishing and marketing a consultation business, and ethical and professional competence. Nonprofit consultation often focuses on strategic planning, organization development, needs assessment, capacity and resource development, program evaluation, and fundraising.", N/A, N/A,3,3
PSYC,5255, Assessment and Evaluation for Learning Enrichment," This course provides students with knowledge of current concepts and issues related to assessment and evaluation tools used for diagnostic and learning interventions. Students examine strengths and limitations of both standardized and curriculum-based tools. They learn how to administer, score, interpret and use findings curriculum-based tools, as well as how to read and write integrated reports and use report findings to develop a learning plan for the individual assessed.", N/A, N/A,3,3
PSYC,5256, Special Topics in Psychology," In-depth examination of a specific topic in psychology of current theoretical, research, or clinical interest. Topics will vary depending on instructor.", N/A, Offered Occasionally.,3,3
PSYC,5261, Psychopathology and Resilience across Cultures, This course is an overview of contemporary views on psychopathology and resilience from a multicultural perspective. The course will cover key processes influencing mental health across cultures such as belief systems and communication interaction as well as ways to cultivate resilience., N/A, N/A,3,3
PSYC,5264, Practicum I in Counseling Psychology," Introductory practicum in which students provide direct counselling services with the support of individual and group supervision. This practical training will help students develop their skills in areas including but not limited to: a. counselling assessment and interventions; b. session and case management skills; c. ethical and legal principles, and d. documentation such as record keeping and report writing.", N/A, N/A,3,3
PSYC,5265, Applied Projects in Inclusive Education," This is a hands-on course that will help students integrate theoretical acquired knowledge into their professional practice. The course will enhance the student’s ability to utilize reflective, experiential, and pragmatic pedagogic approaches in order to teach for diverse learners effectively. The course aims at promoting the facilitation of learning through peer observation, critical friends groups, and cognitive coaching. The 5265 course should be taken in the final semester of the diploma, after the student has completed", N/A, N/A,3,3
PSYC,5270, Group Work," This course provides an overview of the concepts and applications of group interventions in community and counseling contexts including task, psychoeducational, counseling, and psychotherapy groups. Principles of group work will be reviewed, including group dynamics; leadership skills, tasks, and challenges; and stages of group development. A minimum 10 hour experiential component is integrated into the course.", N/A, N/A,3,3
PSYC,5271, Career Development and Counseling," This course provides an overview of career development over the lifespan from various theoretical frameworks, while taking into consideration the contributions of other facets of life. Students will gain knowledge and skills in career program development and career counseling. The course will review various instruments and assessments that are often used in career counseling. Ethical, legal, and diversity considerations are addressed, including gender and culture.", N/A, N/A,3,3
PSYC,5274, Practicum II in Counseling Psychology," Advanced practicum in which students provide direct counselling services with the support of individual and group supervision. This practical training will help students develop their skills in areas including but not limited to: a. counselling assessment and interventions; b. session and case management skills; c. ethical and legal principles, and d. and documentation such as record keeping and report writing.", N/A, N/A,3,3
PSYC,5281, Couples Counseling and Human Sexuality," The course will focus on theories and methods of effective counseling with couples. The course will also cover the influence of socio-cultural factors on couples’ relationships. The human sexuality portion of the course will address issues such as sexual development across life span, sexual attitudes, sexual dysfunction, sexual assault, commercial sex and sex therapy.", N/A, N/A,3,3
PSYC,5283, Internship in Community Psychology," This course provides students with applied fieldwork experience in community psychology during an academic year-long field internship. Students are placed at NGOs, community agencies, or private or public institutions as interns with an approved external supervisor at the site. In addition, students meet regularly with a psychology faculty member for individual and group supervision.", N/A, N/A,3,3
PSYC,5284, Internship in Counseling Psychology," This course provides students with clinical training and experience in counselling during an academic year-long field internship. Students are placed at NGOs, community agencies, or private or public institutions as interns with an approved external supervisor at the site. In addition, students meet regularly with a psychology faculty member for individual and group supervision. In order to ensure that students have the maturity and professional skills needed; prior approval for enrolment in this course is needed from the graduate faculty committee.", N/A, N/A,3,3
PSYC,5299, Research Guidance and Thesis, Supervision in the preparation and writing of the Masters thesis. May be repeated for credit., N/A, N/A,3,3
RCSS,5201," Robotics: Kinematics, Dynamics and Control"," Robot mechanisms, End-effector mechanisms, Actuators and drives, Sensors. Robot forward and inverse kinematics. Differential motion and Jacobian (Velocities and forces). Simulation software and analysis. Acceleration and Inertia, Robot dynamics. Trajectory generation and control of robot manipulators. Robot planning and control. Task oriented control, Force compliance control. Robot programming, Robot work cell design and work cycle analysis. Robot vision, Teleoperation and Interactive haptics. Closed-Loop Kinematic chains, Parallel-link robot kinematics. Non-holonomic systems, Legged robots.", N/A, N/A,3,3
RCSS,5202, Embedded Real Time Systems," Fundamentals of embedded control system design, embedded processor architecture and operation. General overview of existing families of micro-controllers, DSPs, FPGAs, ASICs. Selected embedded 8/16/32 processor architectures, and programming. Real-time, resources and management, I/O, Virtual memory and memory management. Concurrency, resource sharing and deadlocks. Scheduling theory. Real-time programming and embedded software. Real-time kernels and operating systems. Bus structure and Interfacing. Programming pervasive and ubiquitous embedded system. Designing embedded system. Discretization and implementation of continuous-time control systems. Networked embedded systems and integrated control.", N/A, N/A,3,3
RCSS,5203, Modern Control Design," Basic linear system response: Analysis in time domain, stability analysis, Routh-Horwitz stability criteria of LTI. Feedback analysis and design continuous-time systems on the basis of root locus: analysis, design, lead/lag compensators, and Control synthesis in frequency domain: (Bode response, Nyquist stability criteria, sensitivity and design). Control design concepts for linear multivariable systems using state variable techniques. State space representation and transition matrices. Control system design in state space: controllability, pole method and pole placement design, observer/observability and compensators design. Optimal observer based feedback. Lyapunov Stability. The solutions to LQR problem, Kalman filtering problem. LQG and LTR based design methods. Discrete-time systems and computer control.", N/A, N/A,3,3
RCSS,5204, Applied Estimation," Introduction to Probability, Probability theory, Bayes theorem, Bayesian Inference. Introduction to estimation. Linear Optimal Filters, Predictors, Smoothers, Nonlinear Filters. Kalman and Information filter, Continuous and Discrete Time Kalman Filter. Extended Kalman filter and implementation, Unscented Kalman Filter (UKF). Distributed Kalman filter over network. Particle filter, Rao-Blackwellized Particle Filter (RBPF). Particle filter Fast SLAM. Case Studies.", N/A, N/A,3,3
RCSS,5221, Intelligent and Autonomous Robotic Systems," Autonomous and Mobile robots, Locomotion concepts and mechanisms, Degrees of mobility and steering. Non holonomic concept and constraint. Wheeled mobile robots: Kinematic and dynamic models. Trajectory generation and Control methods. Sensors, sensor models and perception. Mapping and knowledge representations. Control architectures and Navigation: Planning, Subsumption, Potential field, Motor Schemas, Probabilistic, Learning from observations and Reinforcement learning. Relative and absolute localization. Navigation and localization techniques. SLAM (Simultaneous Localization and Mapping). Multi robotic system: navigation, cooperation and autonomy.", N/A, N/A,3,3
